file_name,main_class,resolution,class_label,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
DPP0622.TIF,Canon_60D,NA,Canon_60D_NA,480,270,1.778,295.72,143.464,62.074,-0.136,-1.038,5.411,0.158
DPP0622_mask.PNG,Canon_60D,NA,Canon_60D_NA,480,270,1.778,0.38,17.079,63.745,3.464,10.003,0.246,0.003
DPP0638.TIF,Canon_60D,NA,Canon_60D_NA,480,270,1.778,337.31,95.184,44.991,1.362,1.697,4.975,0.181
DPP0638_mask.PNG,Canon_60D,NA,Canon_60D_NA,480,270,1.778,0.29,2.902,27.049,9.213,82.876,0.062,0.002
r0d8d62edt.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,204.66,137.207,66.337,0.269,-1.169,5.242,0.026
r0d8d62edt_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.45,36.367,89.169,2.044,2.178,0.41,0.003
r0e661e0dt.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,249.63,129.308,89.507,-0.013,-1.685,5.159,0.084
r0e661e0dt_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.39,4.832,34.769,7.056,47.788,0.094,0.003
r1d679eaet.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,273.48,149.271,37.34,-1.242,1.929,4.88,0.073
r1d679eaet_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.34,10.536,50.752,4.609,19.245,0.172,0.003
r2410fbc3t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,100.55,205.605,37.647,-1.318,0.491,3.674,0.022
r2410fbc3t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.46,8.933,46.884,5.058,23.583,0.152,0.005
r2db3db79t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,268.51,122.383,73.771,-0.039,-1.453,5.19,0.136
r2db3db79t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.64,40.885,93.563,1.851,1.428,0.44,0.005
r4dbba042t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,261.35,107.402,50.167,0.529,-0.032,5.075,0.098
r4dbba042t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.33,8.579,45.978,5.173,24.76,0.147,0.003
r53e0b40ft.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,224.16,179.543,48.612,-0.726,-0.789,4.517,0.171
r53e0b40ft_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.3,4.767,34.54,7.107,48.506,0.093,0.002
r59f5b042t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,281.17,172.217,29.909,0.176,1.252,4.632,0.068
r59f5b042t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.33,6.733,40.885,5.908,32.9,0.122,0.002
r5b31f2bat.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,296.79,124.826,56.625,0.41,-0.266,5.267,0.202
r5b31f2bat_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.3,15.058,60.109,3.741,11.997,0.224,0.003
r6423cf23t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,289.12,137.898,43.771,-0.821,0.006,4.989,0.184
r6423cf23t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.47,15.095,60.178,3.736,11.956,0.225,0.004
r64abc7bat.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,261.07,143.5,61.277,-0.048,-0.962,5.378,0.123
r64abc7bat_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.5,6.967,41.57,5.799,31.628,0.125,0.004
r64fd9639t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,295.67,109.061,40.23,0.571,-0.167,5.057,0.164
r64fd9639t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.59,17.484,64.442,3.414,9.658,0.25,0.004
r6d1a84e7t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,168.46,182.29,50.561,-0.506,-0.669,4.644,0.066
r6d1a84e7t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.57,21.846,71.369,2.961,6.766,0.292,0.006
r744b52b9t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,221.21,170.791,62.116,-1.53,0.668,4.221,0.04
r744b52b9t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,1.36,40.342,93.057,1.873,1.509,0.437,0.015
r779134bft.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,282.09,151.98,32.558,-0.73,0.782,4.819,0.146
r779134bft_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.99,11.528,52.979,4.378,17.167,0.184,0.011
r7aca24c9t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,245.38,160.493,57.646,-0.526,-0.764,5.233,0.148
r7aca24c9t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.4,11.231,52.324,4.444,17.751,0.181,0.003
r80d9a021t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,273.72,157.468,30.383,0.109,1.371,4.762,0.201
r80d9a021t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.66,12.366,54.777,4.204,15.671,0.194,0.006
r855ab9bdt.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,164.28,179.919,65.526,-1.006,-0.213,5.01,0.066
r855ab9bdt_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.29,1.409,18.901,13.342,176.011,0.034,0.002
r8d9821cft.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,291.35,152.562,66.834,-0.279,-1.057,5.415,0.141
r8d9821cft_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.36,9.799,49.017,4.803,21.064,0.163,0.002
r90a6fa0dt.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,194.59,86.79,40.46,-0.329,-1.271,4.86,0.016
r90a6fa0dt_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.61,20.864,69.893,3.051,7.311,0.283,0.005
r92214bb9t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,229.54,130.36,49.744,0.708,-0.184,5.087,0.079
r92214bb9t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.31,25.057,75.906,2.699,5.286,0.321,0.004
r95055c12t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,173.88,164.156,67.525,-1.19,-0.102,4.937,0.043
r95055c12t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.75,34.122,86.815,2.151,2.628,0.394,0.007
r9dd68cc6t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,305.16,138.537,29.594,-0.129,1.39,4.738,0.102
r9dd68cc6t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.29,4.165,32.324,7.631,56.235,0.083,0.002
ra2feaee3t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,265.56,135.005,72.064,-0.056,-1.311,5.45,0.208
ra2feaee3t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.53,19.395,67.598,3.198,8.23,0.269,0.006
ra933d303t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,155.71,181.458,44.017,-1.987,3.11,4.416,0.04
ra933d303t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.25,6.65,40.64,5.947,33.37,0.121,0.003
rb79056e7t.TIF,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,199.91,141.495,49.902,-1.235,0.311,4.562,0.09
rb79056e7t_mask.PNG,Nikon_D7000,NA,Nikon_D7000_NA,480,270,1.778,0.26,5.46,36.912,6.612,41.725,0.103,0.003
r0428df0ct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,253.52,159.237,58.338,-0.16,-1.044,5.287,0.1
r0428df0ct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.29,9.897,49.252,4.776,20.806,0.164,0.002
r0f2e6baft.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,223.29,158.536,39.343,-1.004,1.127,4.973,0.047
r0f2e6baft_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.32,14.962,59.928,3.756,12.106,0.223,0.002
r1be2a3d5t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,245.71,151.864,50.662,-1.171,0.254,4.744,0.09
r1be2a3d5t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.44,13.691,57.477,3.96,13.683,0.209,0.004
r1f23f4ddt.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,267.22,147.44,33.802,-1.025,0.915,4.769,0.132
r1f23f4ddt_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.38,8.234,45.077,5.292,26.001,0.143,0.003
r233ca958t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,277.61,128.139,51.032,-0.306,-0.775,5.26,0.229
r233ca958t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.43,11.184,52.219,4.455,17.847,0.18,0.004
r280500d8t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,161.91,173.639,43.102,-1.558,1.599,4.583,0.056
r280500d8t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.47,12.069,54.148,4.264,16.178,0.191,0.003
r2c07a32bt.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,296.11,160.02,67.318,-0.273,-1.186,5.341,0.179
r2c07a32bt_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.39,6.727,40.868,5.91,32.933,0.122,0.003
r2eb3894ft.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,173.06,203.602,34.635,-1.84,4.665,4.576,0.036
r2eb3894ft_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.57,17.411,64.317,3.423,9.719,0.249,0.005
r4156671ct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,208.99,136.744,47.413,-0.727,-0.217,5.078,0.087
r4156671ct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.72,45.52,97.65,1.679,0.819,0.469,0.007
r51ad899dt.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,205.32,156.411,61.744,-1.073,-0.102,5.001,0.087
r51ad899dt_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.5,6.869,41.284,5.844,32.152,0.124,0.005
r5681fb1ct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,229.92,146.599,46.336,-0.32,-0.111,4.917,0.113
r5681fb1ct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.33,5.905,38.352,6.341,38.209,0.11,0.002
r5e07d7b3t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,267.95,118.318,31.464,-0.368,1.377,4.806,0.084
r5e07d7b3t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.41,19.938,68.459,3.142,7.875,0.274,0.004
r6a6811f1t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,234.8,145.839,30.005,-2.283,4.413,3.884,0.031
r6a6811f1t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.4,9.956,49.393,4.76,20.653,0.165,0.003
r73eca048t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,310.6,106.016,46.13,0.36,-0.772,5.142,0.184
r73eca048t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.49,8.236,45.082,5.291,25.994,0.143,0.005
r7710a7fat.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,324.42,127.801,32.527,-0.192,-1.019,4.797,0.207
r7710a7fat_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.82,16.996,63.601,3.475,10.075,0.245,0.008
r9683df80t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,162.79,144.802,82.489,-0.674,-1.249,4.996,0.061
r9683df80t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.18,3.878,31.207,7.923,60.769,0.079,0.002
r9c95ce63t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,251.47,142.251,34.087,-1.433,2.363,4.457,0.088
r9c95ce63t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.34,8.02,44.506,5.369,26.828,0.14,0.003
r9ebe97bct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,328.31,169.451,47.963,-0.745,0.766,5.073,0.187
r9ebe97bct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.44,20.123,68.748,3.124,7.758,0.276,0.003
ra612bf10t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,267.77,118.529,73.198,0.336,-1.18,5.355,0.136
ra612bf10t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.32,4.642,34.089,7.208,49.957,0.091,0.003
rb4593e2bt.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,271.09,89.177,46.557,0.404,-0.636,5.161,0.131
rb4593e2bt_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.69,13.368,56.834,4.016,14.131,0.206,0.006
rbc87504ct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,271.64,165.227,41.29,-1.244,1.571,4.817,0.14
rbc87504ct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.5,11.284,52.442,4.432,17.644,0.181,0.007
rc464e4act.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,221.41,89.472,36.719,0.351,-0.417,4.904,0.073
rc464e4act_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.55,26.84,78.255,2.573,4.618,0.336,0.007
rc526e111t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,201.65,81.277,34.446,1.157,1.902,4.669,0.026
rc526e111t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.43,23.039,73.103,2.858,6.168,0.303,0.004
rcf8e62abt.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,175.33,166.257,31.929,-0.846,0.266,4.543,0.054
rcf8e62abt_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.24,2.214,23.655,10.593,110.209,0.05,0.001
rd3534b7ct.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,305.65,131.224,33.782,-0.189,0.597,4.88,0.199
rd3534b7ct_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.44,13.523,57.145,3.989,13.912,0.207,0.004
rdc96595et.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,200.59,128.692,58.27,-0.079,-1.742,4.821,0.046
rdc96595et_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.54,15.522,60.969,3.673,11.493,0.229,0.005
rdff42cect.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,257.56,121.266,33.454,-1.042,0.372,4.68,0.081
rdff42cect_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.47,5.889,38.302,6.35,38.325,0.11,0.004
re9006ea8t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,209.58,152.21,20.618,-1.909,8.5,3.985,0.043
re9006ea8t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.49,11.55,53.026,4.373,17.126,0.184,0.003
re9a83ac0t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,240.7,161.965,35.781,0.093,-0.206,4.388,0.078
re9a83ac0t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.63,13.864,57.819,3.931,13.451,0.211,0.006
rf40488a1t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,263.62,142.46,33.087,-1.002,0.87,4.658,0.174
rf40488a1t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.4,8.199,44.983,5.304,26.135,0.142,0.003
rfd2f8d05t.TIF,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,268.47,112.074,52.806,0.205,-0.349,5.122,0.099
rfd2f8d05t_mask.PNG,Nikon_D90,NA,Nikon_D90_NA,480,270,1.778,0.4,5.891,38.308,6.349,38.31,0.11,0.003
DSC05635.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,278.36,71.599,31.72,0.667,0.533,4.817,0.091
DSC05635_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.5,9.002,47.058,5.036,23.364,0.153,0.004
DSC05638.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,297.71,204.683,39.841,-1.176,0.596,4.725,0.088
DSC05638_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.35,12.394,54.835,4.198,15.626,0.194,0.002
DSC05646.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,261.56,126.334,48.709,0.76,0.377,5.154,0.133
DSC05646_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.38,12.366,54.777,4.204,15.671,0.194,0.002
DSC05684.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,226.98,90.711,53.179,0.384,-1.371,4.904,0.053
DSC05684_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.54,13.785,57.664,3.944,13.556,0.21,0.005
DSC05748.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,219.97,176.568,23.042,-0.665,0.733,4.377,0.07
DSC05748_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.44,13.447,56.992,4.002,14.02,0.206,0.005
DSC05787.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,182.06,175.67,19.807,-0.194,1.529,4.228,0.026
DSC05787_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.68,14.507,59.066,3.826,12.638,0.218,0.007
DSC05810.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,278.02,84.268,59.71,0.718,-0.638,5.192,0.091
DSC05810_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.74,11.947,53.887,4.289,16.393,0.189,0.007
DSC05822.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,171.42,219.486,38.639,-2.161,3.739,4.007,0.009
DSC05822_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.32,9.639,48.632,4.847,21.494,0.161,0.003
DSC05858.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,276.88,131.079,70.815,-0.15,-1.634,5.12,0.118
DSC05858_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.55,23.959,74.402,2.783,5.747,0.312,0.004
DSC05865.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,236.83,130.158,26.955,0.603,1.073,4.34,0.061
DSC05865_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.74,11.613,53.164,4.36,17.006,0.185,0.006
DSC05887.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,202.58,150.866,55.982,-0.471,-1.075,5.017,0.031
DSC05887_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.52,12.416,54.88,4.194,15.59,0.195,0.003
DSC05903.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,227.62,155.18,49.1,-0.229,-0.273,5.257,0.06
DSC05903_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.46,4.23,32.57,7.569,55.296,0.084,0.004
DSC05962.TIF,Sony_A57,NA,Sony_A57_NA,480,270,1.778,282.55,90.273,47.358,0.813,-0.089,5.095,0.112
DSC05962_mask.PNG,Sony_A57,NA,Sony_A57_NA,480,270,1.778,0.47,6.942,41.496,5.811,31.763,0.125,0.004
